name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"21.4434844005937, 87.02348429564694",2025-05-26,30.2,27.7,29,39.2,33.6,36,26.5,86.7,0.484,100,4.17,rain,0,0,29.2,18.7,106.6,1001.4,93,16.4,189.8,16.3,7,30,2025-05-26T05:00:13,2025-05-26T18:18:01,0.97,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-27,29.2,27,28,35.6,31.4,33.7,26.3,90.3,5.057,100,20.83,rain,0,0,34.6,21.6,55,998.1,94.4,10.9,84.5,7.1,3,30,2025-05-27T05:00:01,2025-05-27T18:18:27,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-28,31.9,27.1,28.6,41.3,31.5,35.1,26.4,88.2,3.575,100,25,rain,0,0,50.8,29.9,30,995,95,13.1,117.5,10.1,5,10,2025-05-28T04:59:50,2025-05-28T18:18:52,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-29,33.5,27.2,28.9,42.4,31.6,35.1,26,84.8,2.053,100,16.67,rain,0,0,46.1,34.6,345.9,992.4,98.1,15.7,124.6,10.9,6,10,2025-05-29T04:59:40,2025-05-29T18:19:17,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-30,35.3,28,30.6,48.9,34,39.7,27.1,82.5,1.537,100,8.33,rain,0,0,38.2,28.1,218.9,995.9,94.7,16.9,202.5,17.5,7,60,2025-05-30T04:59:31,2025-05-30T18:19:42,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-05-31,35,27.9,30.5,46,33.8,39.5,27.1,82.4,0.116,100,8.33,rain,0,0,35.3,23,213.7,999.2,94.1,17.1,161.1,13.8,7,30,2025-05-31T04:59:24,2025-05-31T18:20:07,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-01,36.3,28.2,31.6,50.6,34.1,42,27.3,78.5,0.4,100,8.33,rain,0,0,32.4,21.6,224,999.2,88.4,17,188,16.3,8,60,2025-06-01T04:59:17,2025-06-01T18:20:31,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-02,38.3,29.7,32.9,46.8,35.7,41.1,25.6,66.6,0,0,0,,0,0,29.5,17.6,231.3,999.5,71,17.4,285.3,24.6,9,60,2025-06-02T04:59:11,2025-06-02T18:20:55,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-03,38,29.2,32.3,46.7,37,41.1,26.2,71.3,0.98,100,4.17,rain,0,0,29.5,20.2,221.6,1001.2,56,17.4,278,24,9,75,2025-06-03T04:59:07,2025-06-03T18:21:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-04,35.3,25.8,30.7,49.7,25.8,39.3,26.7,80.3,33.36,100,4.17,rain,0,0,24.5,15.8,195.2,1003.2,50.7,17.2,270.9,23.4,9,60,2025-06-04T04:59:04,2025-06-04T18:21:42,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-05,32.1,26.2,29.7,41.6,26.2,37,26.4,83.3,0.01,100,4.17,rain,0,0,28.8,14.8,162.4,1005.5,72.6,17.1,257.5,22.3,8,30,2025-06-05T04:59:01,2025-06-05T18:22:05,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-06,34.6,27.7,29.8,48.8,32,37.7,26.5,82.7,1.784,100,8.33,rain,0,0,22,11.9,200.3,1005.9,67.7,17.4,245.3,21.1,9,60,2025-06-06T04:59:00,2025-06-06T18:22:28,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-07,35.2,27,30.2,45.3,30.7,37.8,26.1,79.1,0.556,100,4.17,rain,0,0,24.1,12.6,202.1,1005.1,41,17.3,280.2,24.2,9,75,2025-06-07T04:59:00,2025-06-07T18:22:50,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-08,35.1,27,31,44.2,29.9,40.2,26.8,78.8,0,0,0,,0,0,27.4,15.8,175.1,1003.2,33.6,18.2,279.9,24.2,9,75,2025-06-08T04:59:00,2025-06-08T18:23:12,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-09,35.1,28.5,30.9,50.1,33.8,40.9,27.4,81.9,1.2,100,20.83,rain,0,0,27.4,15.1,176.7,1001.5,42.9,17.4,268.4,23.1,9,60,2025-06-09T04:59:02,2025-06-09T18:23:33,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-10,34.8,27.3,30.4,46.2,31.3,38.7,26.6,80.4,0.181,100,4.17,rain,0,0,21.2,18,156.3,1000.8,60.5,17.4,318,27.4,10,30,2025-06-10T04:59:05,2025-06-10T18:23:54,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-11,32.9,27.2,29.5,44,30.5,36.9,26.4,83.8,14.603,100,8.33,rain,0,0,22.7,20.5,103.8,1001.5,91.2,17.3,282.6,24.2,9,30,2025-06-11T04:59:09,2025-06-11T18:24:14,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42895099999,remote,42901099999,42894099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-12,33.3,28.8,30.1,42.6,35.2,37.9,26.4,80.9,0.525,100,8.33,rain,0,0,18.4,16.2,128.1,1002,87,18.5,310.7,26.8,10,30,2025-06-12T04:59:13,2025-06-12T18:24:33,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-13,34.9,28.4,31,45.3,33.6,37.5,25.1,72.2,0.254,100,4.17,rain,0,0,22.7,18.4,165.6,1002.3,45.1,17.1,322.8,27.8,10,30,2025-06-13T04:59:19,2025-06-13T18:24:52,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-14,35.9,28,31.7,47.3,33.6,38.7,25,69.1,0.1,100,4.17,rain,0,0,30.6,23.8,177.3,1000.9,33.7,17.4,323.4,27.8,10,60,2025-06-14T04:59:26,2025-06-14T18:25:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-15,32.9,27.9,29.8,44.9,32.8,36.2,25.2,76.4,2.811,100,12.5,rain,0,0,24.5,20.2,176.3,999.8,88.9,17.2,74.6,6.4,3,30,2025-06-15T04:59:33,2025-06-15T18:25:28,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-16,34.6,27.1,29.2,40,30.8,34,24.4,76.7,8.358,100,16.67,rain,0,0,40,24.8,199.6,999.1,88.1,16.4,195.5,16.8,9,10,2025-06-16T04:59:42,2025-06-16T18:25:45,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42895099999,remote,42901099999,42973099999"
"21.4434844005937, 87.02348429564694",2025-06-17,31.9,26.5,28.5,36.6,26.5,32,23.6,75.1,8.6,100,58.33,rain,0,0,43.6,25.2,235.8,998.8,100,20,71.2,5.9,3,10,2025-06-17T04:59:51,2025-06-17T18:26:01,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"21.4434844005937, 87.02348429564694",2025-06-18,31.9,25.9,28.5,37,25.9,31.7,23.5,75.1,3,100,33.33,rain,0,0,54.4,33.1,242.6,997.7,98.9,22.7,135.5,11.8,9,10,2025-06-18T05:00:01,2025-06-18T18:26:17,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"21.4434844005937, 87.02348429564694",2025-06-19,27.7,26,27,30.7,26,28.8,22.7,77.6,4.8,100,37.5,rain,0,0,59,32.8,238.8,999.3,100,22.4,13.5,1.2,0,10,2025-06-19T05:00:12,2025-06-19T18:26:31,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
